Species.ID.number,Kingdom,Phylum,Class,Order,Family,Species,Red.List.status
22706449,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ORIOLIDAE,Oriolus mellianus,EN
22705434,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PACHYCEPHALIDAE,Pachycephala rufogularis,VU
22706151,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADISAEIDAE,Epimachus fastuosus,VU
22706257,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADISAEIDAE,Paradisaea decora,VU
22706266,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADISAEIDAE,Paradisaea rudolphi,VU
22706183,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADISAEIDAE,Parotia wahnesi,VU
22704493,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARDALOTIDAE,Pardalotus quadragintus,EN
22711924,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Parus nuchalis,VU
22721982,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus basilicus,VU
22721978,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus griseiceps,EN
22722025,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus ignotus,VU
22721755,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Catharopeza bishopi,EN
22721749,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Dendroica angelae,VU
22721740,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Dendroica cerulea,VU
22721692,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Dendroica chrysoparia,EN
22721891,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Ergaticus versicolor,VU
22721839,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Geothlypis beldingi,EN
22721842,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Geothlypis flavovelata,VU
22721851,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Geothlypis speciosa,EN
22721873,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Leucopeza semperi,CR
22721919,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Myioborus pariae,EN
22721607,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Vermivora bachmanii,CR
22722076,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Xenoligea montana,VU
22735599,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer hemileucus,VU
22704831,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PETROICIDAE,Petroica traversi,EN
22698777,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PHILEPITTIDAE,Neodrepanis hypoxantha,VU
22708108,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PICATHARTIDAE,Picathartes gymnocephalus,VU
22708119,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PICATHARTIDAE,Picathartes oreas,VU
22728410,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Antilophia bokermanni,CR
22701033,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Lepidothrix iris,VU
22701040,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Lepidothrix vilasboasi,VU
22701188,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Neopelma aurifrons,VU
22701205,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Piprites pileata,VU
22698703,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Pitta anerythra,VU
22698631,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Pitta baudii,VU
22698628,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Pitta gurneyi,EN
22698684,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Pitta nympha,VU
22698611,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Pitta schneideri,VU
22698644,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Pitta steerii,VU
22698640,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Pitta superba,EN
22698667,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Pitta venusta,VU
22707929,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLATYSTEIRIDAE,Platysteira laticincta,EN
22719149,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Foudia rubra,EN
22719078,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Malimbus ballmanni,EN
22719091,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Malimbus ibadanensis,EN
22718979,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus aureonucha,EN
22718735,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus bannermani,VU
22718739,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus batesi,EN
22718856,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus burnieri,VU
22719061,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus flavipes,VU
22718945,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus golandi,EN
22719011,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus megarhynchus,VU
22719031,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus nicolli,EN
22718774,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Ploceus subpersonatus,VU
22734664,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,POLIOPTILIDAE,Polioptila clementsi,CR
22712873,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Chlorocichla prigoginei,EN
22713125,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Criniger olivaceus,VU
22713239,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Hypsipetes olivaceus,VU
22713185,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Ixos siquijorensis,EN
22712975,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Phyllastrephus leucolepis,CR
22712646,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus taivanus,VU
22712719,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus xantholaemus,VU
22712603,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus zeylanicus,VU
22713158,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Setornis criniger,VU
22703535,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Eleoscytalopus psychopompus,CR
22703477,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Merulaxis stresemanni,CR
22736477,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus canus,EN
22728464,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus iraiensis,EN
22703501,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus panamensis,VU
22733280,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus robbinsi,EN
22734661,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus rodriguezi,EN
22706910,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura malaitae,VU
22706921,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura semirubra,VU
22711231,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta formosa,VU
22711179,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta ledanti,EN
22711228,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta magna,EN
22711167,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta victoriae,EN
22711176,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta whiteheadi,VU
22710565,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis brunneicapillus,EN
22710502,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis cinerascens,VU
22710496,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis corvina,EX
22710511,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis fusca,EX
22710499,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis mavornata,EX
22710490,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis pelzelni,CR
22710485,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis santovestris,VU
22710787,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Cinnyricinclus femoralis,VU
22710840,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Fregilupus varius,EX
22710912,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Leucopsar rothschildi,CR
22710836,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Necropsar rodericanus,EX
22710844,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus albofrontatus,VU
22710909,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus melanopterus,CR
22714802,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus aequinoctialis,EN
22714852,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus brevipennis,EN
22714806,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus caffer,EN
22714797,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus familiaris,CR
22714757,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus griseldis,EN
22714770,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus luscinius,CR
22714696,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus paludicola,VU
22714791,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus rehsei,VU
22714826,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus rimatarae,VU
22714882,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus sechellensis,VU
22714704,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus sorghophilus,EN
22714839,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus taiti,VU
22728387,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus tangorum,VU
22714832,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Acrocephalus vaughani,EN
22715170,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Amaurocichla bocagei,VU
22714958,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Artisornis moreaui,CR
22714578,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Bathmocercus winifredae,VU
22713004,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Bernieria apperti,VU
22713021,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Bernieria tenebrosa,VU
22728902,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Bowdleria rufescens,EX
22714468,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Bradypterus graueri,EN
22714480,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Bradypterus sylvaticus,VU
22715559,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Chaetornis striata,VU
22714933,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Chloropeta gracilirostris,VU
22715064,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Eremomela turneri,EN
22715457,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Hyliota usambara,EN
22714674,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Locustella pleskei,VU
22715162,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Macrosphenus pulitzeri,EN
22715529,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Megalurulus grosvenori,VU
22715497,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Megalurus albolimbatus,VU
22714587,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Nesillas aldabrana,EX
22715412,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Phylloscopus amoenus,VU
22715363,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Phylloscopus hainanus,VU
22715353,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Phylloscopus ijimae,VU
22715577,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Schoenicola platyurus,VU
22716864,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Sylvia buryi,VU
22715555,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SYLVIIDAE,Trichocichla rufa,EN
22701272,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Biatas nigropectus,VU
22701686,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra carbonaria,CR
22701677,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra ferdinandi,VU
22701358,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Clytoctantes alixii,EN
22701364,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Clytoctantes atrogularis,VU
22701390,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus leucostictus,VU
22701407,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus occidentalis,VU
22701397,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus plumbeus,VU
22701605,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora erythronotos,EN
22724412,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora littoralis,EN
22701583,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus axillaris,VU
22701549,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus parkeri,EN
22701577,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus pectoralis,VU
22729474,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus pileatus,VU
22701847,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza griseiceps,VU
22701795,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza ruficauda,EN
22701720,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmoborus lugubris,VU
22701726,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmoborus melanurus,VU
22701502,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula fluminensis,CR
22701514,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula minor,VU
22724407,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula snowi,CR
22701445,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula surinamensis,VU
22701533,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula urosticta,VU
22730401,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Percnostola arenarum,VU
22701703,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Pyriglena atra,EN
22701907,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Rhegmatorhina gymnops,VU
22701706,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Rhopornis ardesiacus,EN
22724477,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Stymphalornis acutirostris,EN
22701656,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Terenura sharpei,EN
22701646,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Terenura sicki,EN
22733849,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Thamnophilus tenuepunctatus,VU
22701368,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Xenornis setifrons,VU
22722592,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Bangsia aureocincta,EN
22722567,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Bangsia melanochlamys,VU
22722611,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Buthraupis aureodorsalis,EN
22722616,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Buthraupis wetmorei,VU
22722307,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Calyptophilus frugivorus,VU
22722799,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Chlorochrysa nitidissima,VU
22722198,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Chlorospingus flavovirens,VU
22723275,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Compsospiza baeri,VU
22723269,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Compsospiza garleppi,EN
22722093,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum margaritae,VU
22722099,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum tamarugense,VU
22722136,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Conothraupis mesoleuca,CR
22722997,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Dacnis berlepschi,VU
22722969,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Dacnis hartlaubi,VU
22723656,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa gloriosissima,EN
22723648,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa venezuelensis,EN
22722236,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Hemispingus goeringi,VU
22722239,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Hemispingus rufosuperciliaris,VU
22722293,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Nemosia rourei,CR
22722156,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Sericossypha albocristata,VU
22722946,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Tangara argyrofenges,VU
22722812,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Tangara cabanisi,EN
22722823,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Tangara fastuosa,VU
22722890,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Tangara peruviana,VU
22722621,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Wetmorethraupis sterrhopteron,VU
22716588,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Alcippe variegaticeps,VU
22716326,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Chrysomma altirostre,VU
22716690,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Crocias langbianis,EN
22716210,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Dasycrotapha speciosa,EN
22734448,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Garrulax bicolor,VU
22715675,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Garrulax bieti,VU
22715586,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Garrulax cinereifrons,VU
22732350,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Garrulax courtoisi,CR
22729480,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Garrulax konkakinhensis,VU
22728591,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Garrulax ngoclinhensis,VU
22715592,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Garrulax rufifrons,EN
22715662,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Garrulax sukatschewi,VU
22715758,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Garrulax yersini,EN
22716655,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Kupeornis gilberti,EN
22734628,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Liocichla bugunorum,CR
22715770,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Liocichla omeiensis,VU
22716795,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Paradoxornis flavirostris,VU
22716818,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Paradoxornis przewalskii,VU
22716813,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Paradoxornis zappeyi,VU
22715856,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Pellorneum palustre,VU
22716018,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Ptilocichla falcata,VU
22716010,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Ptilocichla leucogrammica,VU
22734528,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Rimator pasquieri,EN
22735840,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Robsonius rabori,VU
22735664,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Robsonius sorsogonensis,VU
22716118,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Spelaeornis badeigularis,VU
22734553,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Spelaeornis kinneari,VU
22716137,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Spelaeornis longicaudatus,VU
22716237,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Stachyris nigrorum,EN
22735635,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Stachyris nonggangensis,VU
22716261,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Stachyris oglei,VU
22735411,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Strophocincla cachinnans,EN
22716480,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Turdoides hindei,VU
22716358,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Turdoides longirostris,VU
22711366,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Cistothorus apolinari,EN
22711392,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Ferminia cerverai,EN
22733110,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Henicorhina negreti,CR
22711346,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Hylorchilus navai,VU
22711458,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Thryothorus nicefori,CR
22724382,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Troglodytes cobbi,VU
22711503,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Troglodytes monticola,CR
22711493,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Troglodytes tanneri,VU
22709004,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Alethe choloensis,EN
22728467,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus bicknelli,VU
22710153,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Cochoa azurea,VU
22710150,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Cochoa beccarii,VU
22708574,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myadestes lanaiensis,CR
22708559,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myadestes myadestinus,EX
22708579,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myadestes obscurus,VU
22708583,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myadestes palmeri,CR
22708564,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myadestes woahensis,EX
22708292,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myophonus blighi,EN
22708803,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus celaenops,VU
22708790,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus feae,VU
22708740,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus helleri,CR
22708544,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus lherminieri,VU
22708735,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus ludoviciae,VU
22708745,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus menachensis,VU
